ID,Key_Size,Protocol_Type,Key_Distribution,Enc_Latency,Dec_Latency,Throughput,Total_Latency,Packet_Loss,Bandwidth_Usage,RTT,Enc_Strength,Attack,Vulnerability,Attack_Success,IDS_Accuracy,Data_Volume,Data_Type_Variety,Data_Velocity,Complexity,Real_Time_Proc,CPU_Usage,Memory_Usage,Energy_Consumption,Optimization,Performance_Target,Latency_Throughput_Ratio,Security_Efficiency_Score,Key_Size_Redundant,Quantum_Entropy_Deviation,Photon_Count_Variability,Environmental_Decoherence_Index,Spectral_Noise_Floor,Hardware_Calibration_Residual,Resource_Criticality_Index,Enc_Latency_Phase_Modulation,Throughput_Log_Scalability,Attack_Success_Exponential_Risk,Data_Volume_Quadratic_Load,Bandwidth_Saturation_Angle,Classification_Uncertainty_Score,Noise_Category,Temporal_Drift_Coefficient,Latency_Throughput_Efficiency,Resource_Load_Composite,Security_Exposure_Index,Key_Data_Complexity_Index
2184,1024,BB84,Hybrid QKD,122.6882352,27.45491944,207.392311,32.14539812,2.131689821,81.99915265,72.9648559,Medium,Man-in-the-Middle,,5.057100421,88.8558369,793.4290239,Mixed,93.66415946,Structured,0,113.0841527,77.46994687,1.128424865,Compression,Low Performance,1.502367035,475.792969,255.9087703,-0.284195151,-1.264342159,0.008674009,-0.175035224,0.764712126,-1601.683392,-1.026790541,6.28042378,1.492898432,116.3812171,1.461963171,3.049294659,CAT_43,0.401401401,15440.19692,79.89885425,0.32654759,208.2732122
3865,128,E91,QKD,68.82603419,158.2923874,148.0366724,32.64891566,0.935737381,96.99345739,136.2655814,High,Man-in-the-Middle,High,40.69493374,99.89284494,307.4278477,Images,78.86633695,Structured,1,69.66083765,16.20436523,4.095023357,Compression,Low Performance,0.487849025,2331.454817,1024.024333,-1.242072426,-0.835685043,-0.806456212,-0.83963178,-1.475353856,165.5472208,0.515104079,5.403632793,1.242430457,852.8225741,1.519277895,2.666719994,CAT_43,0.577577578,9014.43622,73.88489043,0.021477996,628.7292411
2481,128,B92,Post-Quantum,32.60829433,41.80889489,926.5188502,35.2923831,1.318932686,65.46204007,137.1518932,Low,Man-in-the-Middle,,56.09748328,86.9184315,9.875979444,Audio,98.98963817,Unstructured,1,41.86169316,24.60966919,4.357583232,,Critical Performance,0.126410111,2198.418143,511.9186611,-0.434022306,0.819035065,2.581537704,1.660665506,0.247678036,1492.748282,0.703807135,5.19462913,1.045398157,578.6113784,1.470505498,1.048285448,CAT_22,0.731731732,16353.19321,120.4423291,0.17224353,775.9953458
4307,512,SARG04,Hybrid QKD,31.17138147,123.7466661,593.2613021,4.112499808,2.64999519,84.22364572,159.1857136,High,Side Channel,Low,55.91012137,87.25019189,907.8830753,Text,77.28645671,Semi-Structured,0,61.27075068,58.41435007,2.896826294,,Low Performance,0.153070602,338.6683277,512.0171706,-0.058452746,-0.588484019,-0.272323461,-0.355945855,1.102926268,993.0956524,-0.854460469,6.616364484,1.076356958,0.113788677,1.695578761,2.001009211,CAT_27,0.717717718,67913.31101,39.05765627,0.087560137,219.6328024
1582,128,E91,Hybrid QKD,74.9540839,86.87069859,58.60357066,46.77587895,2.303886655,96.97246611,145.0855652,Low,Man-in-the-Middle,High,57.84912759,81.49938251,789.6183088,Images,26.63218821,Semi-Structured,1,81.64128997,35.70877177,4.825841239,,Critical Performance,0.321810361,4024.338655,256.0659006,-1.287917974,1.923070157,1.846631531,-0.444007247,-1.468731665,-1442.162996,-0.111078729,6.489580977,1.129770313,919.980856,1.668309262,2.001009211,CAT_46,0.11011011,12344.51643,109.3742683,0.347071253,256.1804464
4266,512,SARG04,Hybrid QKD,125.3757209,10.11616431,17.28468086,7.214681648,2.206215298,78.32072327,198.2995677,Medium,Side Channel,,1.959199755,87.33135204,512.2513897,Images,1.44997655,Unstructured,0,54.20593985,47.96214793,2.189142493,Compression,Low Performance,0.068854408,946.8008933,127.9430203,-0.584947285,-0.240726669,0.518799636,0.810707528,0.558929767,-423.025266,0.34689001,6.4393794,1.091991881,14.80506202,1.672635466,3.037419777,CAT_0,0.38038038,52169.53982,105.617791,0.304853189,305.9585266
2533,256,E91,Hybrid QKD,15.81561133,91.51215994,143.5586335,35.7098291,1.689230918,56.15138034,44.21886376,Low,,Low,24.8564943,88.83045254,557.5698593,Text,98.35772802,Semi-Structured,1,112.6469784,74.13292745,0.484247229,,Low Performance,0.087654086,3769.811829,128.0459827,1.681882451,0.117865014,-0.269876908,0.607976486,0.301704827,689.1212954,0.440818722,5.604711356,1.620301928,26.5150055,1.633246459,2.666719994,CAT_9,0.885885886,33022.34699,109.0202919,0.137567251,110.9514335
2725,128,BB84,Hybrid QKD,60.01632233,99.99012444,593.8411187,24.30860778,1.70290797,97.31246376,67.23396075,Low,Quantum Attack,High,24.61335404,92.80598386,562.1987998,Text,35.2170153,Semi-Structured,1,26.35840092,37.65974307,3.493619938,,Critical Performance,0.048832738,962.635799,1024.019628,0.231315712,-0.339411393,-0.633965868,-1.003923425,-0.041361385,-981.5337305,-0.186904519,6.047140046,1.500996204,-0.196196917,1.520399499,2.804289043,CAT_13,0.256256256,28202.32714,104.3516689,0.697220347,942.4688821
1070,128,BB84,Hybrid QKD,50.79853252,69.15296317,519.0744072,21.21739189,2.91302554,65.92930346,24.63278207,Medium,,Low,80.02817067,86.79111188,797.2155976,Audio,90.29806579,Structured,1,80.80297359,73.64863258,2.019630073,,Critical Performance,0.108375611,2198.418143,511.89717,-0.382684802,-0.523778065,0.780298149,0.913201937,0.042963373,-2112.87802,0.116063323,6.550891856,1.202196467,464.3538204,1.691937456,2.001009211,CAT_44,0.560560561,1052.2459,128.7526775,0.440631099,295.3515027
1775,1024,E91,Hybrid QKD,70.57915578,70.94970783,40.83804192,7.299874829,0.725486999,93.55427107,154.8085071,Medium,Side Channel,,88.50176878,86.81843287,557.5698593,Text,36.18467001,Structured,1,45.45417391,21.18294749,0.179168734,Parallel Processing,Low Performance,0.255155832,2888.960069,127.9813771,-2.939076556,-0.323162712,-0.212183406,0.086186056,-1.282680655,-412.3827603,0.847639302,6.554594393,1.47223953,215.7815201,1.505101457,2.804289043,CAT_14,0.013013013,6511.182642,45.88302652,0.77836998,317.2835708
4808,1024,B92,QKD,131.327998,62.45725209,337.913483,19.1195424,2.265380996,57.37738652,171.0728569,Low,Side Channel,High,43.79330005,89.91321155,851.1125089,Text,5.389438267,Unstructured,1,69.10112323,72.01693754,1.551366399,Compression,Low Performance,0.220902523,1851.326632,128.0450466,1.581781042,-0.757447206,-0.332170544,0.112658151,-1.086902065,316.1179621,-0.938757376,4.763526174,0.926827662,390.8073421,1.534841387,1.618434546,CAT_27,0.38038038,42946.00915,93.81113704,0.663193221,396.8470259
1283,256,SARG04,QKD,88.00267503,23.76504006,22.17914416,38.53591265,2.504738628,71.04934495,108.6533914,High,Side Channel,Medium,12.52495667,98.788573,352.7995718,Images,71.9168788,Unstructured,0,53.72750482,76.41279164,1.94072811,Compression,Low Performance,0.086306775,1191.478617,256.0434036,0.584992505,0.901274481,1.158450571,-0.047900715,-0.862509976,1278.99833,-1.04739816,6.172566104,1.295594775,752.594439,1.614636698,1.85156528,CAT_16,0.522522523,26262.9343,99.82139123,0.590214144,199.1691015
3050,128,SARG04,Hybrid QKD,83.83631366,85.46302541,440.7522013,40.25615978,3.838674397,91.98513507,167.758763,High,Man-in-the-Middle,Low,62.94935558,87.92750047,578.3707042,Mixed,78.58770162,Unstructured,0,90.42308226,57.57147827,1.50338777,,Critical Performance,0.044030341,150.5206954,511.8105369,-1.676674823,0.982429205,2.579500031,-1.107312651,-0.442942094,351.693469,0.95474728,6.259232836,1.412306654,462.4917461,1.450999541,0.0,CAT_40,0.554554555,11210.33903,134.4186543,0.260235186,344.8977279
4753,128,E91,QKD,53.77390959,123.1603132,97.76660696,47.02408481,2.620188266,66.94289617,145.9074019,Medium,Side Channel,,18.6176352,87.25019189,283.0074506,Audio,59.28979278,Unstructured,1,90.1958262,59.08744545,2.917058991,Caching,Critical Performance,0.048757967,98.39015962,256.044074,-2.781714795,-0.212299895,-0.880667478,-0.136681727,-1.144190907,-2055.134763,1.088383425,6.09274937,0.895837291,408.1554284,1.54308417,2.666719994,CAT_18,0.851851852,55442.88344,95.05043725,0.370124634,435.9288842
1836,1024,BB84,Hybrid QKD,41.30673345,101.7267482,510.4870956,47.4575064,4.58016139,71.34911594,22.52305058,High,Man-in-the-Middle,High,25.56957369,83.36977282,952.5148267,Audio,3.770795696,Semi-Structured,1,36.44813596,69.773876,1.435340849,Caching,Moderate Performance,2.219494267,1087.389835,127.9671927,-0.885922924,-1.152537287,-0.912966839,0.210574928,-1.147886992,1255.110494,0.308722428,6.526460713,1.615804146,3.990626572,1.658201173,3.049294659,CAT_8,0.371371371,13842.96497,67.63126159,0.441575496,397.9434702
4242,128,BB84,Post-Quantum,89.20096229,19.34232249,316.5875614,47.57425399,2.91302554,92.59757614,119.5117145,Medium,Quantum Attack,Low,59.42993926,97.42255871,553.0422505,Images,62.65792163,Semi-Structured,1,57.30954478,16.55844097,2.950407013,Parallel Processing,Critical Performance,0.020355028,976.4517363,256.2856793,0.427451694,0.327518376,1.11913036,-0.317530754,0.337217874,-1418.216086,0.898794287,6.193562566,1.466606384,689.6699848,1.663029766,0.803279832,CAT_19,0.332332332,12808.1625,90.36648726,0.271411159,226.4839918
1019,1024,BB84,QKD,86.62552407,66.52478805,237.8737118,40.41685845,2.907175089,60.38703457,72.9648559,High,Side Channel,Medium,3.903400817,81.91532461,398.7738767,Audio,23.28125571,Structured,1,40.68581268,64.56052612,1.507060931,Compression,Critical Performance,0.105840474,2783.049395,128.0335628,0.012901671,1.059725106,-1.179436193,-1.31369567,-0.60043552,454.4200587,-0.943424408,6.423969933,1.201019498,71.66558754,1.729638854,3.037419777,CAT_23,0.016016016,68248.27956,109.0877349,0.064236782,404.9667007
4133,512,BB84,Hybrid QKD,70.12776881,66.2282711,108.8711668,16.48930581,2.853255969,60.49623449,172.9873478,High,Side Channel,High,44.67049336,84.00637608,526.8611034,Text,67.6503595,Structured,1,30.40679748,45.74668515,0.749176084,Caching,Critical Performance,0.130267582,299.7252149,1023.817063,-0.47694367,0.264587422,1.403978318,-0.963729681,0.839921342,-445.015303,-0.952923364,6.945901957,1.492898432,407.7255822,1.661241727,0.0,CAT_3,0.439439439,6623.246093,53.38375344,0.579509607,504.6471188
1326,256,BB84,QKD,17.60034947,42.61330463,696.0491855,31.59606182,2.504738628,78.70512584,15.24129859,Low,Man-in-the-Middle,Low,19.75158293,99.40253404,959.0906438,Images,49.0611278,Unstructured,1,45.62663411,23.32924299,4.726269293,,Critical Performance,0.094588035,2090.457307,127.936096,-0.335463703,0.182439367,-1.31129382,-0.282558427,-0.103348848,326.8431595,0.32961824,6.647271572,1.050135047,774.7484697,1.635299009,3.049294659,CAT_9,0.944944945,32806.90805,171.6950097,0.606399652,296.3436319
475,512,B92,Hybrid QKD,37.40574588,35.01220762,89.18676901,25.13043796,4.392794394,98.63929263,40.83570167,High,Quantum Attack,Medium,73.80842636,97.28906149,171.2834793,Text,90.69294993,Structured,1,51.79988001,21.18294749,3.01196712,,Critical Performance,0.432111608,1049.203378,127.8643602,-0.939648031,1.484182189,0.483057517,0.619030944,-0.448689401,570.016389,-0.743964839,6.214061132,1.17564363,4.553466363,1.677180117,1.048285448,CAT_31,0.014014014,17523.88885,124.4344534,0.457668136,185.899623
4271,1024,BB84,QKD,59.26635684,18.9075443,579.8618357,35.44853525,2.579293088,53.1400197,170.3658563,Low,Man-in-the-Middle,High,41.48913904,96.58800824,4.31373709,Text,81.633345,Semi-Structured,0,105.8826016,54.18382672,4.562460722,,Low Performance,0.152375066,2450.994448,127.992215,-0.586527693,0.768572272,-0.689326028,1.570686151,1.259131135,-552.403325,1.052951176,6.75505075,1.125096256,133.7977676,1.519711415,1.048285448,CAT_28,0.808808809,10485.45276,138.5762916,0.376609298,698.3463262
1651,128,BB84,Post-Quantum,50.85707749,118.4341225,460.5893271,42.64804339,1.525345842,60.44422294,145.1523109,Medium,Man-in-the-Middle,Low,32.37497691,91.86526169,461.2603371,Images,48.76958581,Unstructured,0,51.41346884,74.09041721,0.140918913,,Critical Performance,0.109957694,2938.277395,1024.178009,-1.404138505,-0.461721003,-1.740187768,1.257358592,-1.420307326,968.0068337,-0.952742138,6.453200681,1.5325532,416.4040368,1.588636488,1.048285448,CAT_45,0.229229229,32628.5362,102.6584917,0.013547156,865.6164372
3998,512,BB84,Hybrid QKD,45.55066902,66.50348027,165.4697156,44.75027003,3.761592472,79.31421114,103.6283614,Low,Side Channel,Medium,42.75075199,99.68484199,373.2514142,Images,58.51225914,Semi-Structured,0,81.57846358,22.76114199,4.884971062,,Moderate Performance,0.342465713,3893.293054,128.024395,0.042325019,0.776367503,-0.48036113,0.660882194,2.244420341,772.5954991,0.043064946,6.039073178,1.534244524,548.8182716,1.503907678,2.234139945,CAT_36,0.68968969,17902.20886,171.5799092,0.817900972,326.0597951
4467,256,SARG04,Hybrid QKD,66.17794346,18.32831079,750.8353975,1.604824801,1.2960275,65.53020598,22.11890006,Medium,,High,25.23513642,86.25319744,800.6325708,Text,89.27893804,Unstructured,1,61.61814083,70.0596918,3.087749888,Compression,Critical Performance,0.273260407,831.9545022,1024.011942,-0.74556241,0.435290463,0.884638353,0.666350381,0.041181961,784.6712764,-0.47846398,6.271447725,1.529392151,436.7901931,1.427847842,1.989134329,CAT_18,0.77977978,19084.97327,88.62089758,0.461925984,383.2292226
2610,256,BB84,Hybrid QKD,13.88801871,13.0810407,134.605498,49.89093218,4.954679455,78.51189644,34.40965676,Medium,Man-in-the-Middle,,77.39561175,90.76563913,759.6250694,Images,28.62919291,Semi-Structured,0,54.56181409,60.88180099,2.832325643,Parallel Processing,Critical Performance,0.045127307,17.3832211,1023.98886,-0.236341092,1.452820263,0.118793529,2.263563035,0.0399682,554.4731675,-0.947628022,4.100998436,1.334660153,390.174897,1.726719808,2.666719994,CAT_29,0.126126126,6570.393887,141.3820505,0.593089757,443.8430611
2476,128,E91,Post-Quantum,43.45481973,127.1505351,197.4803663,44.7615128,1.532669111,76.88891713,111.4465759,Medium,Quantum Attack,Medium,43.51844348,92.50801533,878.3635129,Images,23.23374452,Structured,1,27.31165716,71.60184424,1.741429789,,Low Performance,0.027744444,1019.813531,128.1254485,-0.415259039,-0.136214021,-0.777838499,-0.767646659,-1.070092896,667.9499169,-1.138118506,5.096040133,1.098043461,752.594439,1.532191715,3.049294659,CAT_10,0.143143143,11069.94327,128.1760845,0.698009877,232.8982668
2583,256,B92,QKD,150.1851458,21.45231323,799.1684295,13.45135242,4.904463041,56.99984568,49.98284529,High,Man-in-the-Middle,High,1.841273984,89.01221015,571.3294065,Audio,2.561961231,Unstructured,1,42.56693345,48.10793067,4.162251422,,Low Performance,0.485193952,78.05018111,128.044488,-0.157335224,-0.382778471,0.259997855,-0.26094363,-0.245760884,145.8234546,0.659943284,5.071037747,1.618653463,752.594439,1.444059711,3.037419777,CAT_33,0.858858859,50715.0369,71.51519529,0.35219814,412.8085814
1373,512,BB84,Hybrid QKD,57.56638932,40.59898389,85.770733,9.678108964,0.494333967,83.69253167,97.12640256,Medium,Side Channel,High,54.46764482,89.07913842,922.2272022,Text,19.69441678,Unstructured,1,88.12406599,25.95329856,1.843640817,Parallel Processing,Low Performance,0.080930631,154.7226248,128.0914853,0.925941538,0.182825496,3.090270042,0.637542301,-1.090531844,424.6584796,0.435469579,6.938758156,1.031784601,50.91234527,1.597027185,1.185854497,CAT_9,0.811811812,2762.774971,79.02373595,0.422830719,407.5250361
739,1024,BB84,Hybrid QKD,73.13237954,108.8360866,83.35870835,17.36974063,0.904316728,94.62105594,108.6533914,High,Man-in-the-Middle,,44.10836149,84.11952512,506.5961425,Audio,39.88900693,Semi-Structured,1,112.5963023,36.13563157,2.038324912,,Low Performance,0.279716514,3186.95904,127.9062623,0.278681716,-1.826411424,1.129421719,0.798073622,-0.066907171,683.2437138,0.40137454,4.626085743,1.49452187,17.86766079,1.68631686,0.803279832,CAT_1,0.115115115,20760.50627,106.184308,0.552719445,794.3978101
3618,256,BB84,QKD,101.3365478,95.83154051,668.6462311,11.13134129,2.769272945,52.40441872,64.73296956,Low,Man-in-the-Middle,,61.98480671,82.35571056,924.0657831,Text,29.92815394,Semi-Structured,0,98.12443965,26.93784015,2.29039622,Caching,Low Performance,0.495935499,768.437484,1023.857029,0.221029346,-0.523778065,-1.503935129,0.014712283,0.268162156,-1269.229828,-0.288485905,6.931426661,1.230680734,96.03324622,1.496932743,2.234139945,CAT_2,0.223223223,7859.052674,99.38633355,0.447116143,717.3713307
2440,512,E91,QKD,89.36547299,66.12678774,768.3369175,4.78135583,0.567752633,57.68944616,64.63731538,High,Man-in-the-Middle,High,6.172923682,82.21852781,309.7865803,Audio,68.84336365,Unstructured,1,87.22987312,28.03405505,2.40598376,Compression,Critical Performance,0.134542567,3228.438341,255.9666833,-0.666289796,-0.575681275,0.706151014,0.039954144,-0.60043552,-119.3067463,0.847470538,6.635194547,1.232716184,439.3872986,1.76403568,2.001009211,CAT_27,0.067067067,5066.736486,107.3454198,0.728248398,382.3871378
867,128,BB84,Post-Quantum,102.4109428,47.46364507,740.445289,19.58670036,3.087187453,73.64188408,47.27221785,Low,Man-in-the-Middle,Low,24.01694835,81.21832677,309.7865803,Images,60.70780293,Unstructured,0,103.5809553,42.64272001,2.970502436,,Low Performance,0.949965195,2314.250157,1024.047356,-0.047060038,-0.064628876,-0.611913656,-2.309356597,-0.605194733,-1192.085083,-0.912308014,6.943730386,0.818547475,59.50455902,1.570174643,3.037419777,CAT_8,0.633633634,13526.11769,45.88302652,0.54329701,430.5295758
1140,512,BB84,Hybrid QKD,79.4008161,62.77669913,911.2897998,36.42090267,3.145148487,62.01785598,25.57659001,Low,Side Channel,High,65.15430022,80.02914709,77.95595177,Audio,56.84958462,Unstructured,0,71.81181019,52.0323393,2.274391165,,Critical Performance,0.252067633,1527.770234,1023.882695,0.325999354,0.023632072,-0.490081573,-0.165867226,0.55780579,271.4377129,-1.116023653,5.88956258,0.831925264,764.8694292,1.710622568,0.0,CAT_6,0.083083083,9821.737415,137.4072509,0.227514308,299.1696015
997,256,BB84,Hybrid QKD,14.76582664,48.7445226,217.4594604,10.47576993,2.198501578,83.86619507,148.8729633,Low,Side Channel,,21.47693048,81.89241078,205.8671336,Images,1.374034257,Unstructured,1,27.31165716,50.75073962,3.677092512,Caching,Critical Performance,0.140406138,802.7002426,1023.863353,0.82469735,0.133970034,-1.185041602,0.515384452,-0.783841165,-937.6347518,-0.217519683,6.565765109,1.571621222,548.8182716,1.501450205,3.852574491,CAT_15,0.27027027,17523.88885,108.722571,0.575009987,399.2770871
1337,1024,SARG04,QKD,63.90219456,51.00782261,891.0653475,9.973108949,2.702807933,80.79550039,87.06432887,High,Quantum Attack,High,21.37929546,89.77188632,922.2272022,Audio,89.11028428,Semi-Structured,1,38.34566385,71.10665816,1.333070301,,Low Performance,0.21596333,749.3045893,256.0783528,-0.043619774,0.14499135,1.590629914,0.213980056,-0.115669777,-1038.721185,0.914588599,5.485157319,1.102264464,685.4091042,1.713522469,2.666719994,CAT_9,0.452452452,19556.83922,81.20736931,0.454439818,609.1492519
541,256,E91,Hybrid QKD,53.94230899,98.09000366,510.5913944,23.19654549,0.911376894,72.55322521,40.83570167,High,,Medium,19.21217111,94.00583239,774.189096,Audio,23.23118381,Unstructured,0,97.20766454,53.58737797,4.234207096,Caching,Moderate Performance,0.038177403,1547.714634,255.9514163,-0.012161223,0.62329213,0.279507933,0.433879097,0.723282754,-707.9940541,-0.967546663,5.179161792,1.246181485,81.75589973,1.548899192,2.666719994,CAT_12,0.212212212,29695.15592,74.4212415,0.696197099,668.9530887
1099,256,E91,Hybrid QKD,59.46241032,87.28262228,387.9864434,14.41294244,4.435718394,60.00533802,10.06364353,High,Man-in-the-Middle,High,54.05429244,92.24959424,625.250633,Text,2.558306889,Structured,0,76.85210199,50.72711688,2.735660014,Caching,Moderate Performance,0.014666482,1133.936102,127.9133595,0.652939192,0.450803289,-1.547211651,-0.834976603,1.449355776,570.0945342,-0.863941715,6.460501844,1.120220052,26.44394081,1.60231075,1.989134329,CAT_37,0.940940941,17911.29861,162.4990891,0.292429558,77.65192197
1132,128,E91,Post-Quantum,73.77414048,46.06370702,118.2035807,6.458258215,4.006273848,90.25289794,12.80652516,High,Man-in-the-Middle,Medium,79.1897223,97.6312003,726.7116206,Audio,94.00511334,Structured,0,88.62030574,35.80546856,3.493619938,Compression,Critical Performance,0.076336773,447.1905772,1023.869541,-0.36444746,1.444994081,-0.745327139,0.482333255,-0.596507734,784.6712764,0.08658038,6.801831927,0.952807026,7.020483436,1.522898914,2.234139945,CAT_35,0.191191191,1101.172521,111.4705221,0.533420284,334.7751705
4064,1024,B92,Hybrid QKD,25.6397061,131.0690839,172.2434345,3.627538274,4.697255368,59.01740546,172.5844002,High,,Low,46.59034875,86.97182767,332.8965926,Images,67.31086862,Unstructured,0,78.72205101,20.81458603,1.072693443,Compression,Critical Performance,0.107589271,2314.250157,128.2505711,0.309626738,-0.605150825,-0.053240237,-0.266664024,-0.518561172,540.2696222,-0.193263932,6.911051339,1.108635032,687.4388864,1.518799815,3.852574491,CAT_0,0.710710711,3080.884526,130.8465545,0.095771977,450.6859551
2715,128,BB84,QKD,108.2276485,17.16776854,54.73540186,10.63641607,1.178399774,67.01362849,37.22954075,Low,Side Channel,Low,40.88941325,96.55820692,323.7801661,Images,23.57760958,Structured,1,53.26626875,68.42220143,4.369664943,Compression,Critical Performance,0.095017521,4106.499136,128.0761969,-1.144830796,-1.780287973,0.421865718,-0.469284536,-0.648554139,465.3262272,0.323852221,6.749351749,1.504334358,181.8191272,1.566390487,1.048285448,CAT_27,0.744744745,9870.990066,111.2756189,0.229640633,458.3700543
2258,1024,B92,Post-Quantum,50.3212973,19.8083164,138.9381205,32.79690848,3.510984502,95.90645448,87.06561309,Medium,Side Channel,High,56.21800071,94.48119798,526.8611034,Audio,49.00202546,Unstructured,1,61.90640613,34.65180416,0.191783734,,Critical Performance,0.077034657,1019.967707,255.9579277,1.190867981,0.412876047,0.262889267,0.259591436,0.839921342,222.9909175,0.923756262,6.707398583,1.181360096,63.84499065,1.407202581,3.037419777,CAT_12,0.792792793,8421.237214,39.00443724,0.282919351,859.9744854
4750,1024,BB84,QKD,115.7317605,17.30348382,493.4466369,10.47576993,0.130393577,91.71239246,39.01718968,High,,High,35.75046808,83.36977282,117.7233974,Text,49.54088058,Unstructured,1,44.11830013,71.62666909,4.891192748,,Critical Performance,0.059450085,195.989946,1024.067222,0.691473751,-1.157533661,1.126820155,-0.639088546,0.242889825,497.4285861,-0.71160925,6.041310769,1.095518065,50.42060663,1.459464103,1.048285448,CAT_9,0.744744745,17905.17385,68.42711948,0.743774565,311.4781461
59,1024,E91,Hybrid QKD,63.90219456,79.09637483,329.00753,8.063199787,0.784637679,65.43927212,105.0383066,Medium,Man-in-the-Middle,,19.2120818,88.06600192,418.4923894,Images,47.7828753,Structured,1,118.2638265,39.87856926,1.961213272,Compression,Critical Performance,0.086117654,1607.564061,256.0216815,0.893661354,1.42368145,-1.204967233,0.361838842,0.920210826,560.1316476,0.489152879,6.036760013,1.076376365,224.7960311,1.442895852,0.0,CAT_45,0.318318318,8460.045949,104.2878505,0.570284185,668.9530887
2883,128,BB84,QKD,20.39186686,131.0690839,451.2627612,30.47615935,1.386935664,83.75900931,30.64429287,Medium,Side Channel,Medium,44.79646066,97.62351973,18.98011576,Images,93.96468245,Unstructured,1,76.93751589,54.19895846,1.107951562,,Moderate Performance,0.075991977,1820.299831,1023.935194,-2.227198945,-0.305950465,1.78002318,-0.302891092,0.058650102,1156.508296,-1.118157806,3.951524054,1.479808243,548.8182716,1.342000104,2.804289043,CAT_36,0.267267267,11251.03236,108.876788,0.193607978,607.494991
1938,1024,BB84,Hybrid QKD,77.32385628,18.31455007,716.345677,48.15337338,1.52538507,77.61895868,140.9044704,Low,Man-in-the-Middle,,84.84207139,84.97544286,103.6055363,Audio,92.28524454,Unstructured,0,42.60594448,15.62620679,3.195657038,Compression,Critical Performance,1.924497461,938.7363244,1024.068361,-0.408511432,-0.438783309,0.776893607,1.245036298,2.017711734,450.0189285,0.87189829,5.18041902,1.304312955,80.15457745,1.60231075,2.804289043,CAT_27,0.738738739,1749.432593,126.4933733,0.655831617,877.8018497
2576,1024,E91,Hybrid QKD,39.50683105,18.15318464,716.345677,7.984153986,2.262461649,94.62105594,41.48837176,Medium,Side Channel,Medium,9.451764033,85.54857818,143.6714555,Audio,23.95374585,Semi-Structured,1,111.7686197,67.31130041,2.996613939,Parallel Processing,High Performance,0.179823729,1686.972814,127.7868879,0.050133185,0.542637931,-0.370606612,0.876946558,-0.394844851,885.449207,0.879892314,6.801944866,1.185178011,724.4354192,1.613257541,0.0,CAT_47,0.289289289,16353.19321,135.1419976,0.208443644,326.0597951
4936,128,SARG04,Hybrid QKD,74.6799863,141.9187882,768.4273823,2.801853851,0.190123867,65.54862199,97.06691518,Low,Man-in-the-Middle,,40.61862239,96.52952285,7.961757322,Audio,88.94765502,Unstructured,1,23.22723723,30.67076729,4.530587255,,Critical Performance,0.123284948,3289.055195,1024.012833,-0.047060038,0.416486409,-0.457424658,1.865771982,1.087702692,-920.7025672,-0.679296678,6.5339624,1.615013472,83.94587361,1.618878276,1.048285448,,0.50950951,27062.48718,167.932337,0.145367633,328.8837787
1078,256,BB84,Post-Quantum,108.8052851,113.7754105,288.6920254,45.53643669,3.254370086,78.98188487,182.5305918,Low,,High,8.422040747,90.58108573,541.9409911,Audio,67.1431868,Unstructured,1,117.8170774,64.07964789,2.274391165,,Low Performance,0.034055778,475.9029852,256.1174518,-0.429370258,1.000636626,0.08470609,0.163378815,-1.020065847,123.2416388,0.650104462,5.168579875,1.535203558,215.7815201,1.490044495,2.001009211,CAT_17,0.525525526,23424.53871,165.7309602,0.127973782,87.87791208
3249,1024,E91,Post-Quantum,81.10656672,26.90861683,225.6502458,10.33486245,0.943343509,82.95394759,123.9557266,Low,Man-in-the-Middle,Medium,7.669539106,84.3045579,373.2514142,Images,8.678668807,Semi-Structured,1,47.38585382,12.32126389,4.071167008,Caching,Moderate Performance,0.05447752,695.9551419,1024.085765,0.852920513,-0.458087887,0.405158662,-0.963729681,1.412790047,182.5023425,-0.952923364,4.960571325,1.395162095,534.7834728,1.666103093,2.666719994,CAT_16,0.052052052,45299.80965,69.38183843,0.011781765,198.4787072
3127,1024,BB84,Hybrid QKD,94.97283027,119.8527902,129.1780125,15.64557801,3.432691134,77.65491136,15.40652426,Low,Man-in-the-Middle,High,14.413308,85.59382209,998.2987104,Audio,77.28645671,Semi-Structured,1,71.63649642,42.36939423,1.478577985,,Low Performance,0.114033989,328.6826824,256.039881,-0.835394977,-0.554476959,1.161848582,2.272759528,-0.784503747,-599.0993187,0.790739897,6.043147089,1.547488697,123.4819284,1.476011511,1.618434546,CAT_32,0.833833834,24417.36843,154.3597201,0.10725058,800.1603891
2488,1024,E91,Post-Quantum,36.19487897,31.86288414,14.29528413,5.859575115,0.177162348,84.59548261,39.01718968,Low,Side Channel,Medium,26.88288132,82.05778829,351.5064943,Audio,67.1431868,Unstructured,0,71.63649642,54.32276124,2.969411478,Parallel Processing,Low Performance,0.082344207,2017.458014,128.0696729,1.481558871,-0.175452676,-0.467418288,0.597540613,0.024951185,897.7667077,0.837666049,6.744659739,1.303394051,544.0170481,1.52530654,2.804289043,CAT_31,0.576576577,7046.621562,92.08851341,0.229404888,228.7514694
